sl.no,title,label,body
13,SIGFPE via incorrect type conversion on fence file upload,Hard,"## Bug report

**Issue details**
A **SIGFFPE** signal is raised in functions **_convert_MISSION_ITEM_INT_to_AC_PolyFenceI_item_int_** ([MissionItemProtocol_Fence.cpp](https://github.com/ArduPilot/ardupilot/blob/master/libraries/GCS_MAVLink/MissionItemProtocol_Fence.cpp)) and/or _**is_positive**_ ([AP_Math.h)](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_Math/AP_Math.cpp)) during an attempted upload of a crafted fence files with invalid values of parameter **_param1_**. Floating point exception occurs due to unchecked type conversions, leading to immediate autopilot process termination and loss of GCS – vehicle communication. 


**Steps to reproduce**
Vulnerability can be triggered by uploading fence files with parameters set to invalid values:

1. **_fence-oor.txt_** – with **_param1_** set to “_**-1e+10**_” (minus 10 billion)
```
QGC WPL 110
0	0	0	5001	-1e+10		0	0	0	0	0	0	0
```
2. _**fence-nan.txt**_  - with **_param1_** set to “_NaN_” (Not-a-Number)
```
QGC WPL 110
0	0	0	5003	 NaN		0	0	0	0	0	0	0
```
To reproduce the vulnerability for ArduCopter in SITL environment, follow below steps:

1. Run SITL simulation for ArduCopter in debug mode
    `$ Tools/autotest/sim_vehicle.py -v ArduCopter --console --map -w -D -G -ubsan`

2. Wait for vehicle to initialize into PreArm state
   `pre-arm good`

3. Upload one of the fence files to the vehicle using MAVProxy GCS console
```
> fence load fence-oor.txt
> fence load fence-nan.txt
```

4. Observe GCS connection and vehicle process termination

```
Sent all 1 fence items
no link
link 1 down
```

Exception raised for **_fence-oor.txt_** 
```
Thread 1 ""arducopter"" received signal SIGFPE, Arithmetic exception.
MissionItemProtocol_Fence::convert_MISSION_ITEM_INT_to_AC_PolyFenceItem (mission_item_int=..., ret=...)
    at ../../libraries/GCS_MAVLink/MissionItemProtocol_Fence.cpp:117
117             ret.vertex_count = mission_item_int.param1;
(gdb) print ret.vertex_count
$5 = 0 '\000'
(gdb) print mission_item_int.param1
$6 = -1e+10

```

Exception raised for **_fence-nan.txt_**
```
Thread 1 ""arducopter"" received signal SIGFPE, Arithmetic exception.
0x00005555555cd03c in is_positive<float> (fVal1=nan(0x400000)) at ../../libraries/AP_Math/AP_Math.h:68
68          return (static_cast<float>(fVal1) >= FLT_EPSILON);
(gdb) print fVal1
$7 = nan(0x400000)
```

Backtrace shows that both input files had a similar effect upon upload, resulting in the FPE due to unchecked type conversions, but raised in different parts of the code:

1. **_fence-oor.txt_** - function **_convert_MISSION_ITEM_INT_to_AC_PolyFenceI_item_int_** responsible for converting MAVLink mission item into an **_AC_PolyFenceItem_** structure,
performs an unchecked assignment of **_param1_** value to **_vertex_count_** of type _uint_8_t_.
2. **_fence-nan.txt_** - function **_is_positive_**, which simply checks whether a float is greater than zero, makes a float-to-NaN comparison between **_fVal1_** (holding _**param1**_ value) and **_FLT_EPSILON_** (of type float), which raises floating-point operation exception. 

**Root cause**
The root cause of this vulnerability is the lack of sufficient validation of parameters carried by **_param1_**, allowing out-of-range or non-numerical values to trigger an unhandled exception. Existing sanitization routine performs none or minimal input validation by doing only upper bound check (>255) for selected parameters, making it highly insufficient. 
Also keep in mind that demonstrated examples exploit only single case for specific 
commands (5001 and 5003), but the same vulnerability is present in all fence-specific commands:

- _MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION_  (5001) for  **_vertex_count_** =<(_-1e+10_)
- _MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION_  (5002) for **_vertex_count_** =<(_-1e+10_)
- _MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION_  (5003) for **_radius_** == _NaN_
- _MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION_  (5004) for **_radius_** == _NaN_


**Impact**
The impact of this vulnerability is severe, affecting both operational reliability and flight safety across all ArduPilot vehicles. When an attacker in the network or unintentional operator uploads improperly constructed fence file, the autopilot software immediately crashes due to unhandled exception. As a direct result, the connection between the GCS and the vehicle is abruptly lost, so any ongoing automated mission is terminated. For vehicle in the air, this loss of control may lead to dangerous situations including uncontrolled flight, failure to perform failsafe procedures, or even a crash.

**Recommendation**
Enforce strict input validation and bounds checking on all externally supplied fence parameters before they are stored or used in arithmetic operations.

**Version**
_4.6.3_

**Platform**
[  ] All
[  ] AntennaTracker
[X] Copter
[X] Plane
[X] Rover
[X] Submarine


**Logs**

Backtrace for **_fence_oor.txt_**
```
#0  MissionItemProtocol_Fence::convert_MISSION_ITEM_INT_to_AC_PolyFenceItem (mission_item_int=..., ret=...)
    at ../../libraries/GCS_MAVLink/MissionItemProtocol_Fence.cpp:117
#1  0x000055555595b877 in MissionItemProtocol_Fence::replace_item (this=0x555555b79260, mission_item_int=...)
    at ../../libraries/GCS_MAVLink/MissionItemProtocol_Fence.cpp:155
#2  0x000055555595ad8b in MissionItemProtocol::handle_mission_item (this=0x555555b79260, msg=..., cmd=...)
    at ../../libraries/GCS_MAVLink/MissionItemProtocol.cpp:291
#3  0x000055555570e1a3 in GCS_MAVLINK::handle_mission_item (this=0x555555b84ea0, msg=...) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1028
#4  0x0000555555715f2a in GCS_MAVLINK::handle_common_mission_message (this=0x555555b84ea0, msg=...) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:4694
#5  0x0000555555715a60 in GCS_MAVLINK::handle_message (this=0x555555b84ea0, msg=...) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:4425
#6  0x00005555555d224e in GCS_MAVLINK_Copter::handle_message (this=0x555555b84ea0, msg=...) at ../../ArduCopter/GCS_MAVLink_Copter.cpp:1250
#7  0x000055555570f96b in GCS_MAVLINK::raw_packetReceived (this=0x555555b84ea0, framing_status=1 '\001', status=..., msg=...)
    at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1924
#8  0x000055555570fbcb in GCS_MAVLINK::update_receive (this=0x555555b84ea0, max_time_us=1000) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1976
#9  0x0000555555711aaa in GCS::update_receive (this=0x555555ae4030 <copter+40240>) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:2797
#10 0x00005555555cd930 in Functor<void>::method_wrapper<GCS, &GCS::update_receive> (obj=0x555555ae4030 <copter+40240>)
    at ../../libraries/AP_HAL/utility/functor.h:88
#11 0x0000555555684774 in Functor<void>::operator() (this=0x555555aa6980 <Copter::scheduler_tasks+1344>) at ../../libraries/AP_HAL/utility/functor.h:54
#12 0x00005555556e72dd in AP_Scheduler::run (this=0x555555ada458 <copter+344>, time_available=2500) at ../../libraries/AP_Scheduler/AP_Scheduler.cpp:270
#13 0x00005555556e778e in AP_Scheduler::loop (this=0x555555ada458 <copter+344>) at ../../libraries/AP_Scheduler/AP_Scheduler.cpp:399
#14 0x00005555556ed841 in AP_Vehicle::loop (this=0x555555ada300 <copter>) at ../../libraries/AP_Vehicle/AP_Vehicle.cpp:559
#15 0x000055555583d4b8 in HAL_SITL::run (this=0x555555af6860 <hal_sitl_inst>, argc=12, argv=0x7fffffffdb68, callbacks=0x555555ada300 <copter>)
    at ../../libraries/AP_HAL_SITL/HAL_SITL_Class.cpp:298
#16 0x00005555555cce9f in main (argc=12, argv=0x7fffffffdb68) at ../../ArduCopter/Copter.cpp:997
```


Backtrace for **_fence-nan.txt_**
```
#0  0x00005555555cd03c in is_positive<float> (fVal1=nan(0x400000)) at ../../libraries/AP_Math/AP_Math.h:68
#1  0x00005555557751f7 in AC_PolyFence_loader::validate_fence (this=0x555555adfa60 <copter+22368>, new_items=0x555555b78370, count=1)
    at ../../libraries/AC_Fence/AC_PolyFence_loader.cpp:1032
#2  0x000055555577554f in AC_PolyFence_loader::write_fence (this=0x555555adfa60 <copter+22368>, new_items=0x555555b78370, count=1)
    at ../../libraries/AC_Fence/AC_PolyFence_loader.cpp:1110
#3  0x000055555595ba9c in MissionItemProtocol_Fence::complete (this=0x555555b79260, _link=...) at ../../libraries/GCS_MAVLink/MissionItemProtocol_Fence.cpp:192
#4  0x000055555595af40 in MissionItemProtocol::transfer_is_complete (this=0x555555b79260, _link=..., msg=...)
    at ../../libraries/GCS_MAVLink/MissionItemProtocol.cpp:325
#5  0x000055555595ae63 in MissionItemProtocol::handle_mission_item (this=0x555555b79260, msg=..., cmd=...)
    at ../../libraries/GCS_MAVLink/MissionItemProtocol.cpp:312
#6  0x000055555570e1a3 in GCS_MAVLINK::handle_mission_item (this=0x555555b84ea0, msg=...) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1028
#7  0x0000555555715f2a in GCS_MAVLINK::handle_common_mission_message (this=0x555555b84ea0, msg=...) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:4694
#8  0x0000555555715a60 in GCS_MAVLINK::handle_message (this=0x555555b84ea0, msg=...) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:4425
#9  0x00005555555d224e in GCS_MAVLINK_Copter::handle_message (this=0x555555b84ea0, msg=...) at ../../ArduCopter/GCS_MAVLink_Copter.cpp:1250
#10 0x000055555570f96b in GCS_MAVLINK::raw_packetReceived (this=0x555555b84ea0, framing_status=1 '\001', status=..., msg=...)
    at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1924
#11 0x000055555570fbcb in GCS_MAVLINK::update_receive (this=0x555555b84ea0, max_time_us=1000) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1976
#12 0x0000555555711aaa in GCS::update_receive (this=0x555555ae4030 <copter+40240>) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:2797
#13 0x00005555555cd930 in Functor<void>::method_wrapper<GCS, &GCS::update_receive> (obj=0x555555ae4030 <copter+40240>)
    at ../../libraries/AP_HAL/utility/functor.h:88
#14 0x0000555555684774 in Functor<void>::operator() (this=0x555555aa6980 <Copter::scheduler_tasks+1344>) at ../../libraries/AP_HAL/utility/functor.h:54
#15 0x00005555556e72dd in AP_Scheduler::run (this=0x555555ada458 <copter+344>, time_available=2500) at ../../libraries/AP_Scheduler/AP_Scheduler.cpp:270
#16 0x00005555556e778e in AP_Scheduler::loop (this=0x555555ada458 <copter+344>) at ../../libraries/AP_Scheduler/AP_Scheduler.cpp:399
#17 0x00005555556ed841 in AP_Vehicle::loop (this=0x555555ada300 <copter>) at ../../libraries/AP_Vehicle/AP_Vehicle.cpp:559
#18 0x000055555583d4b8 in HAL_SITL::run (this=0x555555af6860 <hal_sitl_inst>, argc=12, argv=0x7fffffffdb68, callbacks=0x555555ada300 <copter>)
    at ../../libraries/AP_HAL_SITL/HAL_SITL_Class.cpp:298
#19 0x00005555555cce9f in main (argc=12, argv=0x7fffffffdb68) at ../../ArduCopter/Copter.cpp:997
```"
14,SIGFPE via incorrect type conversion on mission file upload,Hard,"## Bug report

**Issue details**

A **SIGFFPE** signal is raised in the function **_mavlink_int_to_mission_cmd_** ([AP_Mission.cpp](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_Mission/AP_Mission.cpp))  during an attempted upload of a crafted mission file with invalid values of parameter **_param1_**.
Floating point exception occurs due to unchecked float-to-integer type conversion, leading to immediate autopilot process termination and loss of Ground Control Station (GCS)   – vehicle communication.

**Steps to reproduce**

Vulnerability is triggered by uploading mission file with **_param1_** set to out-of-range value. 
That leads to failure during unchecked _**float**_ (32 bit) to **_uint_16_t_** (16 bit) conversion in _**mavlink_int_to_mission_cmd**_ ([AP_Mission.cpp](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_Mission/AP_Mission.cpp))  function. Below demonstration uses a sample crafted mission file following plain-text format, with param1 set to **_1e+10_** (10 billion), that was uploaded to ArduCopter using MAVProxy _**wp load**_ method. 

```
QGC WPL 110
0	0	0	0	1e+10	0	0	0	0	0	0	0
```
To reproduce the vulnerability for ArduCopter in SITL environment, follow below steps:

1. Run SITL simulation for ArduCopter in debug mode
    `$ Tools/autotest/sim_vehicle.py -v ArduCopter --console --map -w -D -G `
2. Wait for vehicle to initialize into PreArm state
     `pre-arm good`
3. Upload mission file to the vehicle using MAVProxy GCS console
    `> wp load mission.txt`
4. Observe GCS connection and vehicle process termination
```
Sent all 1 waypoints
no link
link 1 down
```

```
Thread 1 ""arducopter"" received signal SIGFPE, Arithmetic exception.
AP_Mission::mavlink_int_to_mission_cmd (packet=..., cmd=...)
    at ../../libraries/AP_Mission/AP_Mission.cpp:1103
1103            cmd.p1 = packet.param1;
(gdb) print cmd.p1
$1 = 0
(gdb) print packet.param1
$2 = 1e+10
```


**Root cause**

Backtrace of the error shows that insecure type conversion occurs within the **_mavlink_int_to_mission_cmd_**   ([AP_Mission.cpp](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_Mission/AP_Mission.cpp)) function, which converts MAVLink message into a **_Mission_Command_** object to be stored in EEPROM vehicle memory. SIGFPE signal is raised at line 1103 due to an arithmetic exception caused by an unsafe assignment between mismatched types with vastly different ranges.
- **_packet.param1_** is a 32-bit float
- **_cmd.p1_** is a 16-bit unsigned integer

The root cause of this vulnerability is the lack of sufficient bounds checking on **_param1_** prior to type conversion, allowing out-of-range values to trigger a hardware exception. Existing sanitization function **_sanity_check_params_** only performs minimal validation by rejecting infinite or selectively NaN values for parameters 1–4 and does not enforce any command-specific numeric ranges or limits, making this protection highly insufficient.


**Impact**
The impact of this vulnerability is severe, affecting both operational reliability and flight safety across all affected ArduPilot vehicles including ArduCopter, ArduRover and ArduSub. When an attacker in the network or unintentional operator uploads improperly constructed mission file, the autopilot software immediately crashes due to unhandled exception.  As a direct result, the connection between the GCS and the vehicle is abruptly lost, so any ongoing automated mission is terminated. For vehicle in the air, this loss of control may lead to dangerous situations including uncontrolled flight, failure to perform failsafe procedures, or even a crash.


**Recommendations**
Enforce strict input validation and bounds checking on all externally supplied mission parameters before they are stored or used in arithmetic operations.


**Version**
_4.6.3_

**Platform**
[  ] All
[  ] AntennaTracker
[X] Copter
[X] Plane
[X] Rover
[X] Submarine


**Logs**

Backtrace of the error:
```
(gdb) bt
#0  AP_Mission::mavlink_int_to_mission_cmd (packet=..., cmd=...)
    at ../../libraries/AP_Mission/AP_Mission.cpp:1103
#1  0x000055555595c58b in MissionItemProtocol_Waypoints::replace_item (
    this=0x555555b791e0, mission_item_int=...)
    at ../../libraries/GCS_MAVLink/MissionItemProtocol_Waypoints.cpp:106
#2  0x000055555595ad8b in MissionItemProtocol::handle_mission_item (
    this=0x555555b791e0, msg=..., cmd=...)
    at ../../libraries/GCS_MAVLink/MissionItemProtocol.cpp:291
#3  0x000055555570e1a3 in GCS_MAVLINK::handle_mission_item (
    this=0x555555b84ea0, msg=...)
    at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1028
#4  0x0000555555715f2a in GCS_MAVLINK::handle_common_mission_message (
    this=0x555555b84ea0, msg=...)
    at ../../libraries/GCS_MAVLink/GCS_Common.cpp:4694
#5  0x0000555555715a60 in GCS_MAVLINK::handle_message (this=0x555555b84ea0, 
    msg=...) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:4425
#6  0x00005555555d224e in GCS_MAVLINK_Copter::handle_message (
    this=0x555555b84ea0, msg=...)
    at ../../ArduCopter/GCS_MAVLink_Copter.cpp:1250
#7  0x000055555570f96b in GCS_MAVLINK::raw_packetReceived (
    this=0x555555b84ea0, framing_status=1 '\001', status=..., msg=...)
    at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1924
#8  0x000055555570fbcb in GCS_MAVLINK::update_receive (this=0x555555b84ea0, 
    max_time_us=1000) at ../../libraries/GCS_MAVLink/GCS_Common.cpp:1976
#9  0x0000555555711aaa in GCS::update_receive (
    this=0x555555ae4030 <copter+40240>)
    at ../../libraries/GCS_MAVLink/GCS_Common.cpp:2797
#10 0x00005555555cd930 in Functor<void>::method_wrapper<GCS, &GCS::update_receive> (obj=0x555555ae4030 <copter+40240>)
    at ../../libraries/AP_HAL/utility/functor.h:88
#11 0x0000555555684774 in Functor<void>::operator() (
    this=0x555555aa6980 <Copter::scheduler_tasks+1344>)
    at ../../libraries/AP_HAL/utility/functor.h:54
#12 0x00005555556e72dd in AP_Scheduler::run (this=0x555555ada458 <copter+344>, 
    time_available=2500) at ../../libraries/AP_Scheduler/AP_Scheduler.cpp:270
#13 0x00005555556e778e in AP_Scheduler::loop (this=0x555555ada458 <copter+344>)
    at ../../libraries/AP_Scheduler/AP_Scheduler.cpp:399
#14 0x00005555556ed841 in AP_Vehicle::loop (this=0x555555ada300 <copter>)
    at ../../libraries/AP_Vehicle/AP_Vehicle.cpp:559
#15 0x000055555583d4b8 in HAL_SITL::run (this=0x555555af6860 <hal_sitl_inst>, 
    argc=12, argv=0x7fffffffdb68, callbacks=0x555555ada300 <copter>)
    at ../../libraries/AP_HAL_SITL/HAL_SITL_Class.cpp:298
#16 0x00005555555cce9f in main (argc=12, argv=0x7fffffffdb68)
    at ../../ArduCopter/Copter.cpp:997
```"
15,autotest: add discord notification support via webhook,Hard,"
Adds --discord-webhook option to autotest to notify on completion. Fixes #14438."
16,Random autotest fixes,Hard,"Tested... in SITL.... 

...
"
17,vehicles: use QGroundControl mode names,Hard,"QGroundControl now uses these names directly through MAVLink `AVAILABLE_MODES`. Update them to be nicer for users. Worth noting that these are also the strings fed in to the speech synth.

They are also used in other status messages so those messages will change slightly too.

Tested that the modes appear nicely in QGC now. Also had to add the infra to Rover to get full names.

Partial fix of #31761 . We need this (or something equivalent) for 4.7 to avoid all the names being capitalized in QGC."
18,Move ::set_home up from vehicles to AP_Vehicle,Hard,"This is not NFC; both Plane and Rover will be unable to set their home unless their origin has also been set.  I don't think this will break people's workflows.  Rover won't emit a text message now.

I don't think we *should* require home to be set before you set origin.... but at least this way we are consistent, and this is the more conservative approach to getting our vehicles having the same behaviour.

```
Board                    AP_Periph  antennatracker  blimp  bootloader  copter  heli  iofirmware  plane  rover  sub
CubeOrange-periph-heavy  *                                 *                                                   
Durandal                            40              -8     *           -8      -8                40     -104   0
Hitec-Airspeed           *                                 *                                                   
KakuteH7-bdshot                     40              0      *           -8      -8                40     -104   0
MatekF405                           40              -8     *           0       -8                40     -128   0
Pixhawk1-1M-bdshot                  40              -8                 0       -8                32     -128   0
SITL_x86_64_linux_gnu               0               -128               -56     -56               0      -56    -128
f103-QiotekPeriph        *                                 *                                                   
f303-MatekGPS            *                                 *                                                   
f303-Universal           *                                 *                                                   
iomcu                                                                                *                         
revo-mini                           40              0      *           0       -8                40     -128   0
skyviper-v2450                                                         -8                                      
speedybeef4                         40              0      *           0       0                 40     -128   0
```
"
19,AP_HAL_ChibiOS: Add Brahma H7 board support,Hard,"This PR adds support for the Brahma H7 flight controller.\n\n- Added hwdef.dat, hwdef-bl.dat, defaults.parm, and README.md\n- Registered new board ID in board_types.txt\n- Verified compilation and DMA allocation\n- Configured UARTs for natural ordering and DShot compatibility"
20,hwdef: Add board ID and hwdef configurations for KT-FMU-F1,Hard, 
21,Airspeed: Health check: work per sensor instance,Hard,"Currently the airspeed health check using the EKF innovations only does not check if the EKF is using the sensor its disabling. On master you currently get this:

<img width=""1386"" height=""884"" alt=""image"" src=""https://github.com/user-attachments/assets/a6734817-4434-4ea1-8392-eacdfa92e00e"" />

The health probability of both sensors is changed. This means that both sensors are disabled. 

<img width=""283"" height=""243"" alt=""image"" src=""https://github.com/user-attachments/assets/4fb1f127-e5f7-4748-ad4a-b465f69e05e3"" />

The innovations recover when the sensor is marked not to use because the EKF is no longer using the bad sensor. So it cycles being disabled and re-enabled.

This is the readings of the two sensors, the second sensor is reporting the correct airspeed but is still disabled:

<img width=""1386"" height=""456"" alt=""image"" src=""https://github.com/user-attachments/assets/69c3e34a-9b09-4039-82f0-d5c256cfcdc1"" />


With this patch only the bad sensor is disabled:

<img width=""1380"" height=""769"" alt=""image"" src=""https://github.com/user-attachments/assets/b2479faa-8b67-4a7e-b831-d4a565bc9af7"" />

The second sensor remains healthy. 

Note that in the disable/re-enable cycles the health only goes to 0 very briefly. The low health triggers the airspeed to not be used and thus there is no EKF data so it starts recovering.

<img width=""1380"" height=""769"" alt=""image"" src=""https://github.com/user-attachments/assets/7717b8ae-53d2-44eb-94a3-f9747c8e433a"" />

Because the current primary airspeed selection logic only checks health this means that the second sensor is never used (CTUN.AsT 3 is EKF synthetic).

<img width=""1380"" height=""769"" alt=""image"" src=""https://github.com/user-attachments/assets/0b96aea4-17e5-49ce-b0bd-4a2621bf867b"" />

With https://github.com/ArduPilot/ardupilot/pull/31889 the primary will change on based on use and the second sensor will be used. This results in more use of airspeed without falling back to synthetic:

<img width=""1507"" height=""839"" alt=""image"" src=""https://github.com/user-attachments/assets/227de449-6af9-4764-bfa0-999c6a455caa"" />

Note that there is still small section of synthetic where the EKF is rejecting airspeed but the airspeed sensor has not yet been disabled.







 "
22,Enhance README with images for SDMODEL SDH7 V2,Hard,Added images to the README for SDMODEL SDH7 V2.
23,AP_RCProtocol: Define an invalid PWM value to prevent overwriting,Hard,"### Motivation: The Dual-Operator Problem
Modern smart controllers (e.g., HereLink, SIYI, Skydroid) and GCS software (e.g., QGroundControl) possess MAVLink forwarding and joystick capabilities. Ideally, this hardware allows for a ""Dual Operator"" setup where:
1.  **Drone Operator:** Controls flight via physical sticks (Pilot).
2.  **Gimbal Operator:** Controls payload/camera via QGC touch interface or a secondary joystick (Co-Pilot).

**Legacy Approach:**
Historically, achieving this required two separate receiver systems on the drone (one for flight, one for gimbal), which is complex and heavy.

**New Approach with this PR:**
By allowing `UINT16_MAX` to signify ""no change,"" we can merge inputs from multiple sources over a single radio link. The Gimbal Operator's commands can be forwarded through the Drone Operator's GCS without overwriting the Pilot's flight channels (by setting flight channels to `UINT16_MAX` in the gimbal packet, or vice versa).

### Operational Sequence
The following diagram illustrates the data flow enabled by this change:

![無効PWM定義 drawio](https://github.com/user-attachments/assets/daefaac5-adec-4690-bbb7-e5056e2d10c0)


### Implementation Details
* Modified `AP_RCProtocol::add_input` (or relevant decoding logic) to check for `UINT16_MAX`.
* If a channel value is `UINT16_MAX`, the value is not updated, preserving the current state from the other source.
* This allows `RADIO_RC_CHANNELS` to act as a sparse update mechanism, similar to `RC_CHANNELS_OVERRIDE`, but suitable for primary control links.
"
24,TOOLS:  Update install-prereqs-ubuntu.sh for Linux Mint 22.2 Zara support,Hard,Update install-prereqs-ubuntu.sh for Linux Mint 22.2 Zara support.
25,AP_Scripting: add serial intercept example,Hard,"A little framework using the serial device simulation support to allow a Lua script to watch or modify serial data.

Tested on the bench that I can look at data from a GPS and it still works for the autopilot. Would not necessarily recommend flying that way due to latency."
26,Add  New Target SpeedyBeeF405V5,Hard,"Product URL: https://www.speedybee.com/speedybee-f405-v5-55a-stack/

Betaflight Config : https://github.com/betaflight/config/blob/master/configs/SPEEDYBEEF405V5/config.h
"
27,AP_Proximity: make Copter proximity pre-arm distance configurable,Hard,"This PR makes the Copter proximity pre-arm check distance configurable by replacing the hard-coded 0.6m threshold with a new AP_Proximity parameter (PRX_ARM_DIST).

Default value is 0.6m, preserving existing behaviour for the pre-arm check.
The parameter is exposed only on Copter/Heli/Tricopter builds.

Tested in SITL:
```
param set PRX_ARM_DIST 3.25
AP: PreArm: Proximity 32 deg, 2.57m (want > 3.25m)
```"
28,Provide a method to get a binary log of all serial data,Hard,"## Feature request

**Is your feature request related to a problem? Please describe.**

I have a serial port, currently configured for a mavlink connection. The autopilot is not accessible when the vehicle is assembled. I want to have an easy way to decode traffic on the port. If it was, I'd use a Saleae logic analyzer, decode as async serial, and then run use pymavlink to decode the stream.

I cant use the mavlink inspector in mission planner because this is an internal connection in the vehicle, and some packets on this mavlink interface are not also repeated on the GCS link.

**Describe the solution you'd like**

Provide an option to enable logging for the serial port, which will log all data to a binary file on the SD card.
I can then use mavftp to transfer this to my computer and interpret the contents.

**Describe alternatives you've considered**

Turning on LOG_REPLAY does not log serial port traffic.

**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine


"
29,Low latency linux uart,Hard,This decreases the latency of a roundtrip communication over a fast UART (2MB) from 20ms to about 2ms. The gating factor was the 100Hz UART thread that slowed both read and writes down.
30,scripting SRV_Channels:get_output_scaled nonzero values when disarmed,Hard,"## Bug report

**Issue details**

When reading SRV_Channels:get_output_scaled it does not update when disarmed. It can produce nonzero values when disarmed.

To get this issue:
- run the lua script
- arm, manual or something, see values change for SRV_Channels:get_output_scaled(73)
- while the value is nonzero, disarm
- the value will not go to zero or update.


**Version**
master branch as of a few months ago, so no specific version.

**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[X] Rover
[  ] Submarine

at least rover, probably all platforms.

**Hardware type**
RPi, HAL Linux

Here's my minimal test
```lua


-- =====================
-- MAIN LOOP
-- =====================
function update()
    local l_sig = SRV_Channels:get_output_scaled(73)
    local r_sig = SRV_Channels:get_output_scaled(74)
    if not arming:is_armed() then
        l_sig = 0
        r_sig = 0
    end

    gcs:send_text(6, ""direct measurement: "" .. SRV_Channels:get_output_scaled(73) .. "" with disarm: "" .. l_sig)
    return update, 1000
end

return update()
```

**Logs**
_Please provide a link to any relevant logs that show the issue_
"
31,Drone fails to disarm in BRAKE mode while landed with low throttle (1050us),Hard,"## Bug report

**Issue details**
According to the [Brake mode documentation](https://ardupilot.org/copter/docs/brake-mode.html), ""If the vehicle is landed in Brake mode it will immediately disarm."" 
During testing, when the vehicle is on the ground with the throttle held at a low level (above minimum but insufficient for takeoff), switching to Brake mode does not trigger an immediate disarm. Instead, the motors continue to spin at an idle or low speed indefinitely.

Reproduce the steps:
1. mode acro
2. arm throttle
3. rc 3 1050
4. mode brake


**Platform**
[  ] All
[  ] AntennaTracker
[x] Copter
[  ] Plane
[  ] Rover
[  ] Submarine


**Logs**

[log_0_2026-1-8-15-31-14.bin.zip](https://github.com/user-attachments/files/24490502/log_0_2026-1-8-15-31-14.bin.zip)
"
32,hwdef: RadiolinkF405 add w25q128 flash,Hard, 
33,AP_TemperatureSensor: Add additional sensor slots,Hard,"Add parameters to support up to 15 temperature sensor instances

Built code adding `--define AP_TEMPERATURE_SENSOR_MAX_INSTANCES=15` to the configure stage.

Tested in SITL using `SIM_Temperature_SHT3x` by setting:
- TEMPF_TYPE = 8
- TEMPF_BUS = 1
- TEMPF_ADDR = 68 (0x44)
- TEMPF_SRC = 3
- TEMPF_SRC_ID = 1

Observed that battery_temp in Mission Planner status tab was being updated."
34,Move SITL to using hwdef system,Hard,"No compiler output change:
```
Board,AP_Periph
sitl_periph_battery_tag,*
sitl_periph_battmon,*
sitl_periph_can_to_serial,*
sitl_periph_gps,*
sitl_periph_universal,*
```

```
Board,antennatracker,blimp,copter,heli,plane,rover,sub
SITL_arm_linux_gnueabihf,*,*,*,*,*,*,*
SITL_x86_64_linux_gnu,*,*,*,*,*,*,*
sitl,*,*,*,*,*,*,*
```

Still a bunch of work to do in future PRs - defines to move from SITLBoard into hwdefs, moving `defaults_periph.dat` outside of the ChibiOS directory and use it, ...
"
35,No compiler change comments for the attitude controller,Hard,These are the comments for #31849
